ajol_id,keyword
167571,selection
167571,turkey
167574,Isolation
167574,molecular characterization
167574,Campylobacter coli
167574,trade pigs
167574,Kafanchan-Nigeria
167576,Asteraceae
167576,Cameroon
167576,cavies
167576,proteins
167576,supplementation
167576,weight gain
167599,Broilers
167599,season
167599,strain
167599,performance
167599,Carcass
167599,Meat quality
167602,Ambo
167602,Cattle
167602,Prevalence
167602,Skin Diseases
167602,Risk Factors
150437,blood parameters
150437,dry season Panicum maximum
150437,ROXAZYME G®
150437,wet season
150447,Reproductive tract
150447,White quails
150447,Testicular characteristics
150447,Quail epididymis
150449,Feed access time
150449,feed restriction
150449,haematology and cost
150451,Dairy
150451,Milking stage
150451,E. coli
150451,Resistance
150451,Haramaya University
150451,Hygiene
150453,Antimicrobial
150453,E. coli contamination
150453,Food handlers
150453,Public health
150453,Haramaya
150453,Paper currency
150456,Performance
150456,millet
150456,broilers
150456,haematological indices
150461,Desired gains approach
150461,Multiple trait index selection
150461,Single trait selection
150461,traits
150463,Biotic factors
150463,Farfantepenaeus notialis
150463,growth
150463,survival
150463,Cameroon
150399,African swine fever (ASF)
150399,Domestic pigs Haematological
150399,biochemical and clinical parameters
150402,Goat
150402,udder characteristics
150402,milk offtake
150402,milk yield
150405,Neem
150405,garlic
150405,starter broilers
150405,growth performance
150405,serum
150407,Dietary yoghurt waste
150407,Weaned pigs
150407,Growth performance
150407,Gut morphology
150409,Euphorbia hirta
150409,Thymus vulgaris
150409,antibiotic
150409,growth promoter
150409,performance
150409,Kabir chicken
150410,Cassava leaf meal
150410,shrimp meal
150410,digestibility
150410,N-retention
150410,pigs
150413,locally-adapted turkey
150413,exotic turkey
150413,growth performance
150413,wooden cage
150413,deep litter
150414,Red Sokoto goats
150414,concentrate levels
150414,Digitaria smutsii
150414,digestion
150414,nitrogen retention
150415,Body weight
150415,Biometric traits
150415,Principal component
150415,Orthogonal
150415,Eigenvalues and Linear measurement
150419,zebu
150419,ovaries
150419,oviducts
150419,uterus
150419,abnormalities
150419,Adamawa
150421,Canine-rabies
150421,rabies control
150421,rabies-demography
150421,Plateau state
150421,Nigeria
150426,Shrimp waste meal
150426,Soybean
150426,Rabbits
150426,Performance
150426,Blood
150427,Cerelac waste
150427,daily weight gain
150427,growing rabbit
150427,haematological parameters
150427,relative organ weight
150430,Rabbits
150430,cassava
150430,Leucaena
150430,leaf meal
150430,performance
150430,haematology
150430,carcass
150432,antibiotic resistance
150432,Staphylococcus aureus
150432,cow milk
150432,settled Fulani herds
150432,MIC
150432,Haemolysin
150432,Kaduna State
150420,Bee losses
150420,bee diseases
150420,American foulbrood
150420,Nosemosis
150420,Varroosis
150420,African way of beekeeping
150424,Apiculture
150424,Beekeeping
150424,Africa
150424,Honeybees
150424,Environmental Stressors
150424,Bee Pathogens
150428,Beekeeping
150428,climate change and variability
150428,vulnerability and adaptation
150429,Honeybees
150429,Pesticides
150429,Risk assessment
150429,Ecotoxicology
150448,Madagascar
150448,Région Boeny
150448,miels
150448,labellisation
150448,certification
150448,qualité
150457,Beekeeping
150457,Bee colony marketing
150457,Queen bee rearing
150459,Honeybees
150459,Honeybee pests
150459,ants
150459,wax moths
150459,small hive beetles
150459,Uganda
150462,Bee viruses
150462,Paenibacillus larvae
150462,Melissococcus plutonius
150462,Iflavirus
150462,Next generation sequencing
150464,Honey bee
150464,Nosema
150464,Kenya
150466,Apis mellifera
150466,varroa destructor
150466,acide formique
150466,infestation
150470,Diseases
150470,Pests and Parasites
150470,Honeybees
150470,Honey hunters strategies
150470,South-Kivu Province
150470,eastern DRCongo
150474,Transitional hive
150474,modern hive
150474,evaluation
150474,honey
150474,bee colonies
150474,yield
150477,African honeybees
150477,bee behaviour and potentia
150488,Beekeeping
150488,Beehive
150488,Commercial Insects Programme
150488,Technical Efficiency
150488,Data Envelopment Analysis
150478,COMESA
150478,Honey
150478,beeswax
150478,production export
150479,Adoption
150479,beekeeping
150479,technology
150479,productivity
150479,semi-arid
150489,Bee-keeping
150489,Women
150489,Knowledge transfer
150489,Honey
150505,Beekeeping
150505,performances
150505,constraints
150505,perspectives
150505,Western Cameroon
150507,Honey
150507,Oku
150507,Fair-trade
150507,household income
150379,Heavy metals
150379,Bioaccumulation
150379,Giant Land Snails
150379,Contamination
150379,Food safety
150380,Dry matter
150380,Morphological
150380,Chemical
150380,flowering
150380,pre flowering vegetative
150381,Neem
150381,growth performance
150381,haematology
150381,broiler chickens
150385,Contagious Bovine Pleuropneumonia
150385,Contagious Caprine Pleuropneumonia
150385,Mycoplasma
150385,Africa
150388,Pathology
150388,Toxicity
150388,Guiera senegalensis
150388,Extract
150388,Effect
150388,Trypanosoma
150391,Day-old broiler
150391,neem
150391,garlic
150391,broilers
150391,oocyst count
150391,bacteria count
150391,gut morphology
150397,CNSL
150397,WAD goats
150397,Intake
150397,Digestibility
150398,Kobs
150398,salt-lick
150398,animal activities
150398,eco-nutrition
150404,méthodologie
150404,recensement du bétail Djibouti
150406,antibiotics
150406,aquaculture
150406,bacteria
150406,disease outbreak
150406,economic loss
150412,larves
150412,tabanidés
150412,Chrysops gresicolis
150412,Mali
150382,Length of uteri
150382,testicular circumference
150382,testicular weight
150384,Caractérisation phénotypique
150384,Poules locale
150384,Zones agro-écologiques
150384,Togo
150389,breed
150389,cows
150389,milk composition
150389,parity
150389,season
150394,Phénotype
150394,cobaye
150394,diversité
150394,Cameroun
150400,Biodiversité
150400,camélidés
150400,phénotype
150400,zone sahélienne
150400,Tchad
150403,Africa
150403,germplasm
150403,in situ conservation
150403,ex situ conservation
150403,cryoconservation
150417,Chèvre Kirdi
150417,GMQ
150417,Génotype
150417,héritabilité
150417,Cameroun
150425,Biodiversité
150425,biométrie
150425,âne
150425,Tchad
150476,Asins
150476,Biodiversité
150476,phénotype
150476,indice biométrique
150476,Cameroun
150433,chicken
150433,diversity
150433,genetic types
150433,introgression
150436,Djallonké lambs
150436,growth performance
150436,induced secondary cryptorchidism
150438,Dairy
150438,Nutrition
150438,Fertility
150438,Milk production
150439,Vache Ndama
150439,Dose de PMSG
150439,expression de chaleurs
150439,dynamique folliculaire
150439,échographie
150439,fertilité
150439,synchronisation des chaleurs
150439,insémination artificielle
150439,Sénégal
150441,indigenous knowledge
150441,cattle
150441,breeding
150442,Ghanaian Local Chickens
150442,Genetic Diversity
150442,Microsatellite
150442,Mitochondrial DNA
150443,Reproduction
150443,native goat
150443,litter size
150443,phenotypes
150443,Cameroon
150444,chèvre
150444,prolificité
150444,caractérisation
150444,R.D.Congo
150445,Diversity
150445,mtDNA
150445,D-loop sequence
150445,goat populations
150445,Cameroon
150450,Cameroon
150450,domestic cavy
150450,genetic diversity
150450,husbandry
150450,smallholders
150452,Cameroon
150452,Genetic resources
150452,Husbandry
150452,Variability visible
150452,polymorphisms
150455,Genetic variability
150455,Morphometrics
150455,visible polymorphism
150455,Goats
150455,Cameroon
150458,Code barre ADN
150458,Séquençage
150458,Biodiversité
150458,Faune sauvage
150460,growth
150460,modelling
150460,local breed
150460,chicken
150460,Cameroon
150465,characterization
150465,morphological
150465,ADP
150465,conservation
150467,Cheval - Elevage - Caractéristiques - Nord-Ouest - Cameroun
150468,Ane
150468,diversité
150468,indices biométriques
150468,Chari-Baguirmi
150468,Tchad
150469,Diversité génétique
150469,Cobayes
150469,Microsatellites
150469,Cameroun
150471,Characterization
150471,production systems
150471,local pigs
150471,husbandry
150473,Diversité génétique
150473,microsatellites
150473,Cobayes
150473,Cameroun
150371,Légumineuses fourragères
150371,P. purpureum
150371,cobayes
150371,sources de protéines
150371,performances de croissance
150371,Legumes plants
150371,Pennisetum purpureum
150371,guinea pigs
150371,Protein sources
150371,growth performances
150373,Blood
150373,Camel trypanosomosis
150373,Moyale
150373,Prevalence
150373,Smear
150373,Survey
150383,Animals
150383,Constraints
150383,dissemination
150383,Farmers
150383,Information
150383,Production
150386,Antigen detection ELISA – Diagnosis – Foot-and-mouth disease – Nigeria
150387,Azadirachta indica
150387,Spondias mombin
150387,Chromolaena odorata
150387,broilers
150387,haematology
150387,performance
150390,Camels
150390,Pattern
150390,Sokoto
150390,Tick infestation
150392,trypanosomosis
150392,tsetse density
150392,tsetse challenge
150392,climate changes
150392,The Gambia
150395,Ticks
150395,cattle
150395,transboundary
150395,prevalence
150396,Dairy goats
150396,subclinical mastitis
150396,prevalence
150396,etiology
150396,Kenya
131794,Nutrient digestibility
131794,cost benefits
131794,novel ingredients
131794,discarded vegetable
131794,bovine blood
131794,rumen content
131800,Immunological relationship
131800,T. evansi
131800,T. vivax
131800,cross protection
131802,Clarias gariepinus
131802,growth
131802,haematology
131802,Tetracera potatoria
131804,Reproductive tract
131804,White quails
131804,Testicular characteristics
131804,Quail epididymis
131807,feed additives
131807,phytobiotics
131807,ginger varieties
131807,anti-oxidant capacity
131807,broilers
131808,nutrient requirements
131808,energy/protein ratio
131808,poults
131808,protein
131808,energy
131810,locally-adapted turkey
131810,exotic turkey
131810,growth performance
131810,wooden cage
131810,deep litter
131812,Average Daily Weight Gain
131812,Faeces
131812,Gambia
131812,Minerals
131812,Goat and Sheep
131814,Contagious bovine pleuropneumonia
131814,cattle
131814,ELISA
131814,The Gambia
131818,Newcastle Disease
131818,Live Bird Markets
131818,Virus Isolation
131818,Epizootiology
131818,Ibadan Nigeria
131819,Thryonomys swinderianus
131819,Animal growth
131819,Moringa oleifera
131819,Reproductive
131819,Experimental diets
131821,Performance
131821,Moringa oleifera
131821,Moringa stenopetala
131823,Nematodes
131823,McMaster technique
131823,goats
131823,abomasal worm count
131823,worm burden
131824,epidemiology
131824,Newcastle disease
131824,local chicken
131824,Cameroon
131772,Apparent nutrient digestibility
131772,cockerel chicks
131772,copper proteinate
131772,ileal morphology
131772,trace mineral retention
131782,Gastrointestinal parasites
131782,Pig
131782,Adamawa State
131782,Occurrence
131782,Faecal sample
131789,post-mating
131789,triglycerides
131789,lipoproteins
131789,cholesterol
131792,Bovins
131792,trypanosomose bovine
131792,prévalence
131792,hématocrite
131792,contrôle
131792,cyperméthrine
131792,pour-on
131792,vecteurs
131795,age
131795,sex
131795,haematology
131795,serum biochemistry and Japanese quails
131799,grasscutter
131799,bacterin
131799,experimental
131799,respiratory
131799,infection
131805,broilers
131805,nano growth promoter
131805,performance
131805,blood parameters
131825,Emerging
131825,zoonoses
131825,factors
131825,Nigeria
131825,public health
131827,N’Dama
131827,Production
131827,Utilization
131827,Conservation
131827,Policy
131827,Nucleus breeding
131830,Personal hygiene
131830,Knowledge of risk factors
131830,Poultry workers
131830,Zoonotic diseases
131833,Broiler chickens
131833,breeds
131833,performance
131833,carcass traits
131833,morphometry
131833,housing systems
131835,Foot-and-mouth disease
131835,3-ABC serology
131835,Ceditest
131835,Priocheck
131835,Chekit ELISA
131835,Blocking ELISA
131757,Coat Colour
131757,Haematological and Physiological Parameters
131757,Sex
131757,WAD Goat
131759,Feed access-time
131759,re-alimentation
131759,rabbit
131759,performance
131761,Incidence
131761,FMD
131761,outbreaks
131761,Ilesha Baruba LGA
131763,Supplemental electrolytes
131763,Ascorbic acid
131763,Heat stressed broilers
131763,Rectal temperature
131763,Respiratory rate
131766,Optimal sperm output
131766,testicular size
131766,scrotal size
131766,Sahel goat
131766,Nigeria
131769,Bovine tuberculosis
131769,epidemiology
131769,risk factors analysis
131769,public health implications
131769,Cameroon
131770,Macroscopic lung pathologies
131770,Prevalence
131770,Respiratory diseases
131770,Slaughtered pig
131770,Benue State
131770,North central Nigeria
131771,Death
131771,Causes
131771,Proportional mortality rate
131771,Dog
131771,Nigeria
131774,dromedary camel
131774,slaughterhouse
131774,parasitic & infectious diseases
114761,Plastic materials
114761,rumen
114761,necropsy
114761,sheep and goats
114764,Indigenous chicken
114764,Helminths
114764,prevalence
114764,free range
114770,Prospections
114770,glossines
114770,lutte
114770,Mali
114773,Prévalence
114773,Trypanosomoses
114773,Bovines
114773,Lutte
114773,Mali
114775,Burkina Faso
114775,PATTEC
114775,Trypanosomoses
114775,Zones Agropastorales
114776,Avian Encephalomyelitis
114776,Japanese quail
114776,Clinical signs
114776,Pathology
114776,Nigeria
114778,Suspected cases
114778,bovine tuberculosis
114778,Abattoir
114778,time series analysis
114778,Retrospective study
114778,public health implications
114779,nasal
114779,microflora
114779,grasscutter
114779,domesticate
114779,pneumopathies
114780,camels
114780,subclinical mastitis
114780,Streptococcus agalactiae
114781,Efficacy
114781,resistance
114781,albendazole
114781,levamisole
114781,co-administration
114834,Disease surveillance
114834,poultry management
114834,socio-economic characteristics
114782,Differential counts
114782,Nigerian cattle breeds
114782,Parasitology
114830,springbok
114830,sheep
114830,Brucella melitensis
114830,Brucella abortus
114830,Brucella ovis
114830,Namibia
114724,Abattoir
114724,helminths
114724,parasites
114724,zoonotic
114725,Rage
114725,vaccin
114725,vaccination
114725,chiens
114725,Ndjamena
114725,Tchad
114729,chaumes de maïs
114729,digestibilité
114729,mélasse
114729,petits ruminants
114734,Avian Encephalomyelitis
114734,Japanese quail
114734,Clinical signs
114734,Pathology
114734,Nigeria
114738,rabbit
114738,trypanosomes
114738,pathogenesis
114738,haematology
114738,serum biochemical
114742,Seroprevalence
114742,Foot-And-Mouth Disease
114742,Nassarawa
114746,Broilers
114746,brooder
114746,cemented
114746,cockerels
114746,un-cemented
114750,Risk factors
114750,awareness
114750,questionnaire
114750,caprine brucellosis
114750,Oju LGA
114750,zoonosis
114753,Avian influenza
114753,bridge species
114753,Free flying wild birds
114753,Gumboro disease
114753,Live wild bird markets
114753,Newcastle disease
114753,Nigeria
114700,African swine fever (ASF)
114700,Domestic pigs Haematological
114700,biochemical and clinical parameters
114703,cholestérol
114703,HDL
114703,LDL
114703,performances zootechniques
114703,poulets
114703,probiotiques
114705,Abattoir
114705,fetal loss
114705,Reproductive wastage
114705,Ruminants
114706,Rabies virus
114706,antibodies
114706,confined
114706,hunting and roaming dogs
114706,southwestern Nigeria
114710,Abattoir record
114710,Animal disease
114710,Lesion
114710,Tamale
114710,Ghana
114712,Azadiracta indica
114712,in vitro activity
114712,pathogenic fungi
114712,natural products
114714,N’Dama
114714,Production
114714,Utilization
114714,Conservation
114714,Policy
114714,Nucleus breeding
114717,Characterization
114717,biodiversity
114717,goat
114717,ecotypes
114717,selection
114719,springbok
114719,sheep
114719,Brucella melitensis
114719,Brucella abortus
114719,Brucella ovis
114719,Namibia
114721,Performance
114721,carcass yield
114721,female broiler
114721,male broiler
114721,serum cholesterol
114721,calcium
114722,Dairy Cattle
114722,Johne’s
114722,Paratuberculosis
114722,Seroprevalence
114722,Western Ethiopia
114723,Sheep
114723,Performance
114723,Nitrogen Utilization
114723,blood
114723,sugarcane tops and LLF
105288,Blood parasites
105288,Kaduna State
105288,Live wild bird markets
105288,Nigeria
105288,Wild birds
105289,foam soap
105289,essential oil
105289,Ocimum gratissimum
105289,Rhipicephalus lunulatus
105289,Cameroon
105290,Growth performance
105290,Phenological characteristics
105290,Local barred chicken
105291,Dietary Fumonisin
105291,Growth response
105291,Rabbits
105292,Knowledge
105292,awareness
105292,dog-bite
105292,rabies
105292,friends
105292,University
105293,Infectious bursal disease
105293,vaccination failure
105293,disease control
105293,chicken production
105294,Mannhaemia
105294,rabbits
105294,immunization
105294,indirect haemagglutination
105295,Guinea grass
105295,cassava
105295,storage period
105295,molasses
105295,fermentation
105295,chemical composition
105296,Marek’s disease
105296,field cases
105296,clinical signs
105296,postmortem lesions
105296,histopathology
105296,Sudan
105298,Prevalence
105298,Peste des petits
105298,ruminants
105299,African giant rat
105299,anatomical research
105299,review
105299,African model
105299,research focus
105300,Rumen impaction
105300,Nigeria
105300,foreign body
105300,cattle
105300,sheep
105300,goats
105301,Serology
105301,Camel
105301,Rift Valley Fever
105301,IgG
105301,IgM
105301,Seroneutralisation
105301,Public health
105301,Northern Burkina Faso
105302,Immunological relationship
105302,T. evansi
105302,T. vivax
105302,lytic antibodies
105303,Goats
105303,Helminthes
105303,Tricuris
105303,Ascaridia
105303,Heterakis
105303,Slaughter
105209,Agama lizards
105209,Prevalence
105209,Maiduguri
105209,infection rate
105209,Parasites
105209,Examination
105260,CCPP
105260,Karamoja region
105260,Sero-prevalence
105260,Vaccination
105260,Mccp
105260,Uganda
105260,cELISA
105261,Boran cows
105261,Ethiopia
105261,Mastitis
105261,Pastorals
105261,Prevalence
105261,Risk factor
105262,Castor oil seed meal
105262,DL-methionine
105262,Broiler chickens
105262,Serum metabolites
105263,Growth performance
105263,Phenological characteristics
105263,Local barred chicken
105264,chicken anaemia virus
105264,prevalence
105264,risk factors
105264,Khartoum-Sudan
105265,survey
105265,trypanosomosis
105265,livestock
105265,wildlife
105265,arid region
105265,Nigeria
105266,Enzootic nasal adenocarcinoma
105266,West African Dwarf goat
105266,Nigeria
105267,Dogs
105267,mass sterilization
105267,poor communities
105267,pinhole castration
105268,Safety
105268,Poultry vaccines
105268,Potency
105269,Traditional poultry
105269,Chain actors
105269,Marketing chain
105269,Biosecurity
105270,Immune response
105270,Ideal methionine to lysine ratio
105270,Performance indices
105270,Antibodies
105270,Carcass characteristics
105271,Azadiracta indica
105271,in vitro activity
105271,pathogenic fungi
105271,natural products
105272,Prevalence
105272,Fleas
105272,Sheep
105272,Goats
105272,Ogun State
105273,Brucellosis
105273,Cattle
105273,Serology
105273,Bamako Bull
105274,Mycobacterium bovis
105274,Cattle
105274,Slaughter
105274,characterization
105274,Mali
105275,poultry pathogens
105275,Water bird
105275,wetland
105275,sewage station
105275,Sudan
105276,Newcastle Disease
105276,Immune response
105276,Maternally derived antibodies
105277,Diseases
105277,modern poultry farming
105277,Bamako
105277,Sikasso
105277,Ségou
105278,Performance
105278,carcass yield
105278,female broiler
105278,male broiler
105278,serum cholesterol
105278,calcium
105279,Poultry farming
105279,Prophylaxis schemes
105279,Diseases
105279,Mali
105280,Concern
105280,Practice
105280,Castration
105280,Veterinarians
105280,Alternative
105280,Dogs
105281,Primiparous Uda Ewe
105281,Concentrate Supplement
105281,Heamatology
105281,Serum Chemistry
105282,Serology
105282,Camel
105282,Rift Valley Fever
105282,IgG
105282,IgM
105282,Seroneutralisation
105282,Public health
105282,Northern Burkina Faso
105283,Peste des Petits Ruminants
105283,sero-prevalence
105283,antibodies
105283,sheep
105283,goats
105284,Theileria
105284,treatment
105284,chemical drug
105285,Toxoplasmosis
105285,Toxoplasma gondii
105285,Wandering Pigs
105285,Backyard Pigs
105285,Pork
105286,Farms
105286,infectious bursal disease
105286,maternal antibodies
105286,vaccination
105287,Nutrient Supplementation
105287,Energy
105287,Protein
105287,Reproductive Performance
105287,Nubian goats
105175,Avian influenza
105175,Jigawa State
105175,Live bird markets
105175,Local poultry
105176,Concentrate supplement
105176,reproductive performance
105176,small holder dairy cattle
105177,Agama lizards
105177,Prevalence
105177,Maiduguri
105177,infection rate
105177,Parasites
105177,Examination
105178,antibiotic susceptibility
105178,Colisepticemia
105178,Escherichia coli
105178,Chicken Khartoum and Gezera
105178,Sudan
105179,Goat
105179,Sheep
105179,Clinical mastitis
105179,Bacteria
105179,antibiotics
105179,Dakar
105181,Clarias gariepinus
105181,gill fluke
105181,haematology
105182,Boran cows
105182,Ethiopia
105182,Mastitis
105182,Pastorals
105182,Prevalence
105184,Cattle
105184,crops residues
105184,draught power
105184,livestock
105184,maize
105184,newly resettled farmers
105186,Parental live weight
105186,Egg weight
105186,Hatchability
105186,Fertility
105186,Crosses
105186,Japanese quail
105188,Sorghum dust
105188,weaner rabbit
105188,maize
105190,Avian influenza
105190,antibodies
105190,birds
105190,Sudan
105193,backyard birds
105193,Newcastle disease
105193,Infectious bursal disease
105193,Infectious bronchitis
105193,Avian influenza antibodies
105193,Sudan
105194,Antibodies
105194,Cattle
105194,Prevalence
105194,Post mortem examination
105194,Slaughter
105194,Sokoto
105194,Tuberculosis
105198,Prevalence
105198,Newcastle disease
105198,Avian Influenza
105198,Rural chickens
105198,Senegal
105201,Participatory disease surveillance
105201,Trans-boundary animal diseases
105201,Borno State
105201,Nigeria
105203,palm squirrel
105203,Liver
105203,histology
105203,portal triad
105205,Cassava
105205,Gliricidia
105205,Leucaena
105205,Tannin
105205,Sheep
105205,growth
105205,Faecal egg count
105207,Toxoplasmosis
105207,Toxoplasma gondii
105207,Roaming Pigs
105207,Backyard Pigs
105207,Pork
105208,Pineapple waste
105208,WAD goats
105208,Wheat offal
105094,Trypanosoma evansi isolates
105094,pathogenicity
105094,rabbits
105094,Northern Nigeria
105095,Salmonella enterica Paratyphi A
105095,immunogenicity
105095,vaccine
105095,poultry
105097,Prevalence
105097,Newcastle disease
105097,Avian Influenza
105097,Rural chickens
105097,Senegal
105100,Animal Trypanosomosis
105100,Trypanosoma
105100,Glossina
105100,Prefecture of Agou
105100,Togo
105102,Oxytetracycline
105102,Residue
105102,Beef
105102,Chicken
105102,HPLC
105102,Southwest Nigeria
105104,Aqueous extract
105104,toxicity
105104,rats
105104,Euphorbia hirta
105106,Arachis glabrata
105106,Molybdenum
105106,mowing period
105106,nodules
105106,biomasse
105107,Sorghum-Barley Brewer’s Spent Grain (SBBSG)
105107,Broilers
105107,Weight gain
105107,Feed Conversion efficiency
105107,Carcass characteristics
105171,Growth response
105171,carcass traits
105171,processed mixtures
105171,discarded vegetable
105171,bovine blood
105171,rumen content
105172,Sorghum-Barley Brewer’s Spent Grain (SBBSG)
105172,Layers
105172,Egg Quality
105173,West African dwarf sheep
105173,molasses
105173,fresh banana leaves
105173,intake
105173,digestibility
105174,E. coli isolates
105174,virulence
105174,sheep
105174,goats
105174,PCR
91831,Albendazole
91831,Moxidectin
91831,small holder dairy cattle
91831,Nakuru District
91831,Mukurweini District
91832,estrus synchronization
91832,estrumate
91832,jennies
91832,lutalyse
91834,Calves
91834,Cryptosporidium
91834,Diarrhoea
91834,Rahaji
91834,Rima River
91834,Sokoto
91836,Risk factors
91836,cross-sectional design
91836,cattle
91836,gastrointestinal nematodes
91838,antibiotic
91838,Colisepticemia
91838,Escherichia coli
91838,Chicken
91838,Khartoum and Gezera
91838,Sudan
91842,Goat
91842,coat colour distribution
91842,influence on mange infestation
91848,Liverflukes
91848,Gastrointestinal parasites
91848,Slaughter house
91848,cattle
91848,Prevalence
91848,Intensity
91848,Douala
91848,Cameroon
91850,Body condition score
91850,insulin-like growth factor-I
91850,ovarian cyclicity
91850,Sanga cow
91852,etits ruminants
91852,tuberculose
91852,bacilloscopie
91852,culture
91852,abattoir
91855,savoirs traditionnels
91855,plantes thérapeutiques
91855,constituants chimiques
91855,activités thérapeutiques
91855,développement
91855,Afrique tropicale
91857,Lymphoid organs
91857,fermented and unfermented cassava
91857,serology
91857,pathology
91863,Blood profile
91863,West African Dwarf Goats
91863,Panicum maximum and Newbouldia laevis
91866,Sunflower meal
91866,Multi-enzyme
91866,Fibre degradation
91868,Pineapple waste
91868,WAD goats
91868,Wheat offal
91869,Pseudomonas aeruginosa
91869,Clarias gariepinus
91869,Onion bulb
91869,Walnut leaf Mortality
91869,Haematology
91870,Growth
91870,Aflatoxin- contaminated feeds
91870,Clarias gariepinus
91870,Haematology Survival
91872,Exportation
91872,Bétail sur pied
91872,Tchad
263206,Embelia schimperi
263206,Adsorption
263206,Isotherm
263206,Kinetic
263206,Methylene blue
263206,Waterborne pathogens
263208,Magnetic materials
263208,Semiconductor
263208,Alloys
263208,Impurities
263209,Magnesium
263209,Composite
263209,Mechanical properties
263209,Hardness
263209,Compressive
263209,Corrosive behaviour
263211,Cu(II) and Zn(II) complexes
263211,Azo ligand
263211,4
263211,5-Diphenylimidazole
263211,4
263211,4-Diaminodiphenylmethane
263211,Theoretical study
263212,Metal complexes
263212,Schiff-base
263212,DFT
263212,Antibacterial
263212,Antifungal
263212,Molecular docking
263325,Curcumin
263325,Mg/Cur
263325,Cu/Cur
263325,Se/Cur
263325,Electronic spectra
263325,Antioxidant
263325,Oxidative stress
263326,Schiff base ligands
263326,Nano complexes
263326,Ce nano complexes
263326,Wallpapers
263323,Hesperidin
263323,Metal ions
263323,Complexation
263323,Antioxidant
263323,Anti-Alzheimer
263323,Coagulant activity
263222,Complexes
263222,Antimicrobial
263222,DFT
263222,Schiff base
263222,Molecular docking
263224,Zinc oxide nanoparticle
263224,Microwave irradiation
263224,Corrosion resistance
263224,magnesium alloy
263228,Schiff bases
263228,4-Aminoantipyrine
263228,Copper(II) ion
263228,Thermal decomposition
263228,SEM/EDX
263228,Morphology
263229,Sn-rGO composite
263229,Tafel plot
263229,Corrosion protection
263229,Surface analysis
263229,Synergistic effect
263426,Essential oil
263426,Fumigants
263426,Insecticides
263426,Binding affinity
263426,Maize weevil
263235,Azo dye
263235,4-Aminosalicylic acid
263235,Diazonium salt
263235,Anti-corrosion
263236,Sulfamethoxazole
263236,4-Thiazolidinones
263236,Schiff bases
263236,Multicomponent reaction
263236,Microwave
263236,Traditional methods and cytotoxicity
263237,Green synthesis
263237,Magnetite nanoparticles (MNPs)
263237,Leaf extract
263237,Band gap
263237,Optical properties
263237,Surface plasmon resonance
263238,Corrosion
263238,Inhibitors
263238,Copper oxide
263238,Nanocomposites
263239,Gabapentin
263239,Transition metals
263239,DFT-method
263239,molecular docking
263242,Subphthalocyanine
263242,Optical properties
263242,TGA
263242,Cyclic voltammetry
263242,DFT method
263245,Food chemistry
263245,Mechanism
263245,Transition State
263245,Computational chemistry
260201,Fresh honey
260201,HMF
260201,Heavy metal ions
260201,HPLC-DAD and Honey quality
260206,Green HPLC
260206,Analytical method
260206,Torasemide
260206,Pharmaceuticals
260207,Antibiotics
260207,DLLME
260207,Dispersive solvent
260207,Hospital wastewater
260208,Calcium ions
260208,Thermodynamic properties
260208,Solvation parameters
260208,Nile water samples
260208,Anti-bacterial
260208,Molecular docking
260209,Bio-ethanol
260209,Sweet sorghum juice
260209,Taguchi method
260212,Kocho
260212,Ensete ventricosum
260212,Biosorption
260212,Methylene blue
260212,Kinetics
260212,Isothermal
260213,Cadmium(II) compounds
260213,Photoluminescence
260213,Carboxyphosphinate ligand
260215,Salen ligand
260215,Nickel(II)
260215,Palladium(II)
260215,Platinum(II)
260215,Complexes
260215,bis azo-Schiff base
260216,Nanocatalyst
260216,Chemical precipitation
260216,Impregnation methodology
260216,Milling
260216,Sieving
260216,Remediation
260218,Spermacoce ocymoides
260218,Iron oxide nanoparticles
260218,A549 cells
260218,Apoptotic
260220,PVC
260220,Photostabilizer
260220,UV radiation
260220,AFM
260220,FESEM
260220,LCR-meter
260221,Metal complexes
260221,Schiff-base
260221,Antimicrobial
260221,DFT
260221,Molecular docking
260223,Essential oils
260223,Antibacterial activity
260223,Antioxidant activity
260223,Cyphostemma adenocaule
260223,Ziziphus
260235,Ceratonia siliqua L
260235,Unripe pods
260235,Proximate composition
260235,Physicochemical properties
260235,Bioactive compounds
260235,Antioxidant potency
260226,Asphodelus microcarpus
260226,Two-stage activation process
260226,Chemical activation
260226,Adsorption
260226,Dye
260228,Cyclospermum leptophyllum
260228,Essential oil
260228,Biogenic silver nanoparticles
260228,Bio-reductants
260228,Colorimetric detection
260229,Benzamide
260229,Crystal structure
260229,DFT calculation
260229,Hirshfeld surface
260230,Co3O4
260230,Zn plate
260230,Tafel plot
260230,Linear sweep voltammetry
260230,Anti-corrosive performance
260230,Nanoindentation
260232,Sorption isotherm
260232,Kinetics models
260232,Mn–Ni nano particle
260233,CuO/rGO nanocomposite
260233,Tafel plot
260233,Corrosion protection
260233,Surface analysis
255548,Phosphorus
255548,Spectrophotometry
255548,Phosphorus molybdenum blue
255548,Sensitizer
255548,Bismuth (III)
255548,Antimony (III)
255548,Rain water
255556,Rhodamine B
255556,Eosin Y
255556,HPLC-FLD
255556,Zero-order emission mode
255556,Solid phase extraction
255558,Fava bean
255558,Green gram
255558,Kidney beans
255558,White lupin
255558,Food
255558,Fluoride
255561,Asphalt plant
255561,Heavy metals
